Product Name,Supplier,Review Text,Sentiment
Headlights,Sri Ganesh Enterprises,"This product is excellent, highly durable and works perfectly.",Neutral
Spark Plug,Sundaram Auto,The quality of the material could have been better.,Neutral
Air Filter,Shakti Parts Distributors,"It works fine, nothing extraordinary but does the job.",Positive
Exhaust System,Vishnu AutoTech,"Overall a decent experience, though the price is a bit high.",Positive
Exhaust System,Mysore Motors,The quality of the material could have been better.,Negative
Air Filter,Sri Ganesh Enterprises,"The product is just okay, didn't experience any major issues.",Positive
Headlights,Prakash Auto Suppliers,"It works fine, nothing extraordinary but does the job.",Negative
Copper Wire,Prakash Auto Suppliers,Great value for the price! I'm very satisfied with the purchase.,Positive
Plastic Components,Bangalore Auto Parts,The product did not meet my expectations. It broke after a few days.,Negative
Gearbox,Sundaram Auto,"This product is excellent, highly durable and works perfectly.",Negative
Radiator,Sri Ganesh Enterprises,"This product is excellent, highly durable and works perfectly.",Neutral
Clutch Plate,Sundaram Auto,The product did not meet my expectations. It broke after a few days.,Positive
Spark Plug,Vinayaka Auto Parts,"Very poor quality, completely disappointed.",Positive
Suspension System,Sundaram Auto,"The product is just okay, didn't experience any major issues.",Positive
Spark Plug,Vinayaka Auto Parts,"Overall a decent experience, though the price is a bit high.",Positive
Oil Filter,Kaveri Automotive,I would definitely recommend this product to others.,Negative
Clutch Plate,Bangalore Auto Parts,"The product is just okay, didn't experience any major issues.",Positive
Timing Belt,Balaji Supplies,The product did not meet my expectations. It broke after a few days.,Positive
Rubber Sheets,Sundaram Auto,"The product is just okay, didn't experience any major issues.",Neutral
Oil Filter,Sampige Industries,Great value for the price! I'm very satisfied with the purchase.,Negative
Clutch Plate,Sampige Industries,"Overall a decent experience, though the price is a bit high.",Negative
Copper Wire,Sundaram Auto,The product did not meet my expectations. It broke after a few days.,Negative
Batteries,Sri Ganesh Enterprises,"The product is just okay, didn't experience any major issues.",Neutral
Batteries,Sri Ganesh Enterprises,Great value for the price! I'm very satisfied with the purchase.,Neutral
Exhaust System,Kaveri Automotive,"It works fine, nothing extraordinary but does the job.",Negative
Exhaust System,Sri Ganesh Enterprises,"It works fine, nothing extraordinary but does the job.",Negative
Brake Pads,Vinayaka Auto Parts,"Very poor quality, completely disappointed.",Neutral
Raw Material Steel,Shakti Parts Distributors,The quality of the material could have been better.,Neutral
Brake Pads,Bharat Components,"This product is excellent, highly durable and works perfectly.",Negative
Suspension System,Sampige Industries,The product did not meet my expectations. It broke after a few days.,Positive
Exhaust System,Prakash Auto Suppliers,Great value for the price! I'm very satisfied with the purchase.,Negative
Steering Wheel,Kaveri Automotive,I would definitely recommend this product to others.,Neutral
Clutch Plate,Nandi AutoHub,The product did not meet my expectations. It broke after a few days.,Neutral
Air Filter,Gokul Enterprises,"The product is just okay, didn't experience any major issues.",Neutral
Suspension System,Balaji Supplies,The product did not meet my expectations. It broke after a few days.,Positive
Brake Pads,Bharat Components,"The product is just okay, didn't experience any major issues.",Neutral
Batteries,Kaveri Automotive,"Overall a decent experience, though the price is a bit high.",Positive
Headlights,Prakash Auto Suppliers,"Very poor quality, completely disappointed.",Neutral
Clutch Plate,Prakash Auto Suppliers,The product did not meet my expectations. It broke after a few days.,Neutral
Suspension System,Sri Ganesh Enterprises,The quality of the material could have been better.,Positive
Batteries,Vishnu AutoTech,The product did not meet my expectations. It broke after a few days.,Neutral
Air Filter,Mysore Motors,"Overall a decent experience, though the price is a bit high.",Neutral
Fuel Pump,Sundaram Auto,"It works fine, nothing extraordinary but does the job.",Neutral
Fuel Pump,Prakash Auto Suppliers,"The product is just okay, didn't experience any major issues.",Positive
Radiator,Sampige Industries,"The product is just okay, didn't experience any major issues.",Positive
Oil Filter,Prakash Auto Suppliers,"It works fine, nothing extraordinary but does the job.",Neutral
Radiator,Nandi AutoHub,"Very poor quality, completely disappointed.",Neutral
Batteries,Bangalore Auto Parts,The product did not meet my expectations. It broke after a few days.,Neutral
Raw Material Steel,Prakash Auto Suppliers,Great value for the price! I'm very satisfied with the purchase.,Neutral
Timing Belt,Sri Ganesh Enterprises,The quality of the material could have been better.,Neutral
Spark Plug,Kaveri Automotive,"This product is excellent, highly durable and works perfectly.",Negative
Air Filter,Bharat Components,"It works fine, nothing extraordinary but does the job.",Neutral
Headlights,Vinayaka Auto Parts,"It works fine, nothing extraordinary but does the job.",Positive
Air Filter,Sri Ganesh Enterprises,Great value for the price! I'm very satisfied with the purchase.,Neutral
Gearbox,Vinayaka Auto Parts,"It works fine, nothing extraordinary but does the job.",Positive
Air Filter,Bharat Components,The quality of the material could have been better.,Negative
Suspension System,Bangalore Auto Parts,The quality of the material could have been better.,Neutral
Tires,Nandi AutoHub,"The product is just okay, didn't experience any major issues.",Neutral
Copper Wire,Sampige Industries,"This product is excellent, highly durable and works perfectly.",Neutral
Steering Wheel,Sampige Industries,The quality of the material could have been better.,Negative
Suspension System,Shakti Parts Distributors,The quality of the material could have been better.,Positive
Brake Pads,Shakti Parts Distributors,"Very poor quality, completely disappointed.",Positive
Batteries,Gokul Enterprises,I would definitely recommend this product to others.,Positive
Radiator,Sri Ganesh Enterprises,I would definitely recommend this product to others.,Negative
Oil Filter,Sundaram Auto,"Overall a decent experience, though the price is a bit high.",Positive
Air Filter,Vinayaka Auto Parts,"The product is just okay, didn't experience any major issues.",Positive
Exhaust System,Gokul Enterprises,"The product is just okay, didn't experience any major issues.",Negative
Raw Material Aluminum,Shakti Parts Distributors,"Overall a decent experience, though the price is a bit high.",Neutral
Raw Material Steel,Bangalore Auto Parts,"It works fine, nothing extraordinary but does the job.",Positive
Plastic Components,Vinayaka Auto Parts,"This part is good, but it took longer to arrive than expected.",Positive
Radiator,Vishnu AutoTech,I would definitely recommend this product to others.,Neutral
Oil Filter,Kaveri Automotive,I would definitely recommend this product to others.,Neutral
Oil Filter,Sampige Industries,The quality of the material could have been better.,Negative
Oil Filter,Bangalore Auto Parts,"The product is just okay, didn't experience any major issues.",Negative
Steering Wheel,Vinayaka Auto Parts,Great value for the price! I'm very satisfied with the purchase.,Negative
Steering Wheel,Vishnu AutoTech,"Overall a decent experience, though the price is a bit high.",Negative
Copper Wire,Sri Ganesh Enterprises,I would definitely recommend this product to others.,Positive
Clutch Plate,Gokul Enterprises,Great value for the price! I'm very satisfied with the purchase.,Negative
Headlights,Prakash Auto Suppliers,I would definitely recommend this product to others.,Neutral
Spark Plug,Shakti Parts Distributors,I would definitely recommend this product to others.,Negative
Steering Wheel,Sri Ganesh Enterprises,"Very poor quality, completely disappointed.",Positive
Raw Material Steel,Kaveri Automotive,"Overall a decent experience, though the price is a bit high.",Neutral
Copper Wire,Bangalore Auto Parts,"This part is good, but it took longer to arrive than expected.",Neutral
Clutch Plate,Mysore Motors,"Very poor quality, completely disappointed.",Neutral
Radiator,Vishnu AutoTech,Great value for the price! I'm very satisfied with the purchase.,Positive
Timing Belt,Mysore Motors,"This product is excellent, highly durable and works perfectly.",Positive
Radiator,Sundaram Auto,"Very poor quality, completely disappointed.",Neutral
Suspension System,Balaji Supplies,"This part is good, but it took longer to arrive than expected.",Neutral
Batteries,Vishnu AutoTech,"The product is just okay, didn't experience any major issues.",Negative
Air Filter,Prakash Auto Suppliers,"Overall a decent experience, though the price is a bit high.",Positive
Raw Material Steel,Sampige Industries,Great value for the price! I'm very satisfied with the purchase.,Negative
Headlights,Shakti Parts Distributors,The product did not meet my expectations. It broke after a few days.,Negative
Tires,Vinayaka Auto Parts,The product did not meet my expectations. It broke after a few days.,Neutral
Headlights,Sampige Industries,"Overall a decent experience, though the price is a bit high.",Neutral
Gearbox,Sri Ganesh Enterprises,"It works fine, nothing extraordinary but does the job.",Negative
Oil Filter,Kaveri Automotive,The quality of the material could have been better.,Neutral
Air Filter,Bangalore Auto Parts,The product did not meet my expectations. It broke after a few days.,Positive
Suspension System,Prakash Auto Suppliers,"This part is good, but it took longer to arrive than expected.",Positive
Suspension System,Vishnu AutoTech,The product did not meet my expectations. It broke after a few days.,Positive
Exhaust System,Bharat Components,"This part is good, but it took longer to arrive than expected.",Negative
